"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","MoSold","YrSold","SaleType","SaleCondition","YrSold_YearBuilt","YearRemodel_YearBuilt","YrSold_YearRemodel"
"694",30,4,60,5400,2,NA,4,4,1,3,18,3,3,1,3,5,6,1921,1968,2,2,9,9,4,5,1,4,0,0,1073,1073,2,1,2,1073,0,0,1073,0,0,1,0,2,1,4,4,7,0,3,1,326,3,0,0,112,0,0,0,NA,0,12,2006,9,1,85,47,38
"695",50,5,51,6120,2,NA,4,4,1,1,4,3,3,1,1,5,6,1936,1950,2,2,14,15,4,2,1,4,0,0,927,927,2,5,2,1067,472,0,1539,0,0,1,1,3,1,4,5,7,0,3,2,576,3,112,0,0,0,0,0,NA,0,4,2009,9,5,73,14,59
"696",20,4,54,13811,2,NA,1,4,5,1,24,3,3,1,3,6,6,1987,1987,2,2,7,7,4,5,2,3,980,40,92,1112,2,3,2,1137,0,0,1137,1,0,2,0,2,1,3,5,7,1,3,2,551,3,125,0,0,0,0,0,NA,0,7,2006,9,5,19,0,19
"697",30,5,50,6000,2,NA,4,4,5,1,4,3,3,1,3,5,7,1921,1950,2,2,14,16,4,5,2,4,616,0,0,616,2,3,2,616,0,0,616,0,0,1,0,2,1,4,4,7,0,3,1,205,3,0,0,129,0,0,0,NA,0,6,2006,9,5,85,29,56
"698",20,4,57,6420,2,NA,1,4,5,1,8,3,3,1,3,5,7,1952,1952,2,2,14,15,4,5,3,1,210,551,219,980,2,2,2,1148,0,0,1148,0,1,1,0,2,1,4,6,7,0,3,1,308,3,0,0,0,0,0,0,NA,0,9,2006,9,5,54,0,54
"699",20,4,65,8450,2,NA,4,4,5,1,19,6,3,1,3,5,8,1965,2009,2,2,9,9,4,3,2,4,553,117,224,894,2,1,2,894,0,0,894,1,0,1,0,3,1,4,5,7,1,3,1,336,3,416,144,0,0,0,0,NA,0,4,2010,9,5,45,44,1
"700",120,2,59,4282,2,3,2,4,5,1,21,3,3,5,3,7,5,2004,2004,2,2,9,9,3,5,3,3,16,0,1375,1391,2,1,2,1391,0,0,1391,0,0,2,0,2,1,3,5,7,0,2,2,530,3,156,158,0,0,0,0,NA,0,7,2008,9,5,4,0,4
"701",20,4,85,14331,2,NA,4,4,5,1,24,3,3,1,3,8,5,2002,2002,4,2,13,14,3,5,3,1,1274,0,526,1800,2,1,2,1800,0,0,1800,1,0,2,0,3,1,3,7,7,1,1,3,765,3,270,78,0,0,0,0,NA,0,5,2006,9,5,4,0,4
"702",20,4,80,9600,2,NA,4,4,5,1,17,3,3,1,3,7,5,1969,1969,4,2,7,7,4,5,2,4,0,0,1164,1164,2,5,2,1164,0,0,1164,0,0,1,1,3,1,4,6,7,0,3,2,528,3,0,0,0,0,0,0,NA,0,7,2006,1,5,37,0,37
"703",60,4,82,12438,2,NA,1,4,5,1,22,3,3,1,6,8,5,2006,2006,4,2,13,14,1,5,3,1,0,0,1234,1234,2,1,2,1264,1312,0,2576,0,0,2,1,4,1,1,10,7,1,1,3,666,3,324,100,0,0,0,0,NA,0,7,2006,7,6,0,0,0
"704",190,5,76,7630,2,NA,4,4,5,1,18,2,3,2,6,5,9,1900,1996,2,2,14,15,4,3,1,3,0,0,360,360,2,3,2,1032,780,0,1812,0,0,2,0,4,2,3,8,7,1,3,2,672,1,344,0,40,0,0,0,NA,0,5,2010,9,5,110,96,14
"705",20,4,70,8400,2,NA,4,4,5,1,6,3,3,1,3,7,5,2004,2005,2,2,13,14,3,5,3,3,712,0,761,1473,2,1,2,1484,0,0,1484,1,0,2,0,3,1,3,7,7,0,2,2,606,3,0,35,0,144,0,0,NA,0,5,2010,9,5,6,1,5
"706",190,5,70,5600,2,NA,4,4,5,1,10,3,3,2,6,4,5,1930,1950,4,2,13,16,2,2,4,NA,0,0,0,0,2,2,1,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,NA,0,0,1,0,0,0,0,0,0,NA,3500,7,2010,9,5,80,20,60
"707",20,4,NA,115149,2,NA,2,3,2,3,5,3,3,1,3,7,5,1971,2002,2,2,10,11,4,5,2,3,1219,0,424,1643,2,5,2,1824,0,0,1824,1,0,2,0,2,1,3,5,7,2,3,2,739,3,380,48,0,0,0,0,NA,0,6,2007,9,5,36,31,5
"708",120,4,48,6240,2,NA,4,4,5,1,16,3,3,5,3,8,5,2006,2006,4,2,9,9,3,5,3,3,863,0,461,1324,2,1,2,1324,0,0,1324,1,0,2,0,2,1,3,6,7,1,1,2,550,3,192,38,0,0,0,0,NA,0,12,2009,9,5,3,0,3
"709",60,4,65,9018,2,NA,1,4,5,1,9,3,3,1,6,7,5,2007,2007,4,2,13,14,3,5,3,3,0,0,728,728,2,1,2,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,1,2,400,3,100,24,0,0,0,0,NA,0,7,2007,7,6,0,0,0
"710",20,4,NA,7162,2,NA,1,4,5,1,19,3,3,1,3,5,7,1966,1966,2,2,7,7,4,5,3,4,0,0,876,876,2,5,2,904,0,0,904,0,0,1,0,3,1,4,6,7,0,3,1,408,3,0,0,0,0,0,0,NA,0,12,2008,9,1,42,0,42
"711",30,4,56,4130,2,NA,1,4,5,1,4,3,3,1,3,3,6,1935,2003,2,2,13,14,3,5,2,4,0,0,270,270,2,3,2,729,0,0,729,0,0,1,0,2,1,4,5,2,0,NA,0,0,1,0,0,0,0,0,0,NA,0,7,2008,9,5,73,68,5
"712",50,1,66,8712,2,3,4,2,5,2,10,3,3,1,1,4,7,1900,1950,2,2,9,9,4,5,5,4,0,0,859,859,2,3,2,859,319,0,1178,0,0,1,0,2,1,4,7,7,0,2,1,384,1,68,0,98,0,0,0,NA,0,1,2010,9,1,110,50,60
"713",120,4,40,4671,2,NA,1,2,5,1,22,3,3,5,3,8,5,1988,1989,2,2,7,7,3,5,3,3,767,0,461,1228,2,3,2,1228,0,0,1228,1,0,2,0,2,1,3,5,7,1,1,2,472,3,168,120,0,0,0,0,NA,0,10,2008,9,5,20,1,19
"714",190,4,60,9873,2,NA,4,4,5,1,4,7,3,2,3,4,5,1970,1970,2,2,7,7,4,5,2,4,789,0,171,960,3,5,1,960,0,0,960,1,0,1,0,3,1,4,6,7,0,3,2,576,3,0,288,0,0,0,0,NA,0,5,2006,9,5,36,0,36
"715",60,4,NA,13517,2,NA,1,4,2,1,19,6,3,1,6,6,8,1976,2005,2,2,7,11,3,5,2,4,533,0,192,725,2,1,2,725,754,0,1479,0,0,2,1,3,1,3,6,7,0,2,2,475,3,0,44,0,0,0,0,NA,0,3,2010,9,5,34,29,5
"716",20,4,78,10140,2,NA,4,4,5,1,17,3,3,1,3,6,5,1974,1974,4,2,7,7,4,5,2,3,0,0,1064,1064,2,5,2,1350,0,0,1350,0,0,2,0,3,1,4,7,7,1,2,2,478,3,0,0,0,0,0,0,NA,0,8,2009,9,5,35,0,35
"717",70,5,60,10800,2,2,4,1,5,1,18,3,3,1,6,7,8,1890,1998,2,2,14,14,4,3,1,4,0,0,718,718,2,1,2,1576,978,0,2554,0,0,1,1,3,1,4,8,7,0,3,2,704,2,0,48,143,0,0,0,NA,0,7,2007,9,5,117,108,9
"718",20,4,80,10000,2,NA,4,4,5,1,17,3,3,1,3,5,6,1973,2000,2,2,7,7,4,5,2,3,1084,0,92,1176,2,3,2,1178,0,0,1178,0,1,1,1,3,1,3,5,7,1,3,2,439,3,224,0,0,0,0,0,NA,0,11,2008,9,5,35,27,8
"719",60,4,96,10542,2,NA,4,4,5,1,14,3,3,1,6,7,5,1993,1994,4,2,14,8,3,5,3,3,1173,0,138,1311,2,1,2,1325,1093,0,2418,1,0,2,1,3,1,3,9,7,1,2,3,983,3,250,154,216,0,0,0,NA,0,8,2008,9,5,15,1,14
"720",20,4,69,9920,2,NA,1,4,5,1,6,3,3,1,3,5,6,1969,1969,2,2,7,11,4,5,2,3,523,0,448,971,2,5,2,971,0,0,971,0,0,1,1,3,1,4,5,7,1,3,1,300,3,0,0,0,0,0,0,NA,0,5,2006,9,5,37,0,37
"721",120,4,NA,6563,2,NA,1,3,2,2,22,3,3,1,3,8,5,1985,1985,2,2,7,7,3,5,3,3,1148,0,594,1742,2,5,2,1742,0,0,1742,1,0,2,0,2,1,3,5,7,1,2,2,564,3,114,28,234,0,0,0,NA,0,12,2006,9,5,21,0,21
"722",120,5,NA,4426,2,NA,4,4,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,3,5,3,3,662,0,186,848,2,1,2,848,0,0,848,1,0,1,0,1,1,3,3,7,0,2,2,420,3,160,0,0,0,0,0,NA,0,5,2010,9,5,6,0,6
"723",20,4,70,8120,2,NA,4,4,5,1,13,3,3,1,3,4,7,1970,1970,2,2,9,9,4,3,2,4,191,0,673,864,2,1,2,864,0,0,864,0,0,1,0,3,1,4,5,7,0,3,2,463,3,0,0,0,0,0,0,NA,0,7,2009,9,5,39,0,39
"724",50,4,60,8172,2,NA,4,4,5,1,8,3,3,1,1,4,6,1954,1972,2,2,9,9,4,5,3,4,0,0,941,941,2,1,2,997,473,0,1470,0,0,2,0,4,1,4,7,7,0,3,1,548,3,0,0,0,0,156,0,NA,0,5,2008,9,5,54,18,36
"725",20,4,86,13286,2,NA,1,4,5,1,8,3,3,1,3,9,5,2007,2008,4,2,6,6,1,5,3,1,1234,0,464,1698,2,1,2,1698,0,0,1698,1,0,2,0,3,1,1,8,7,1,1,3,768,3,327,64,0,0,0,0,NA,0,2,2009,9,5,2,1,1
"726",20,4,60,6960,2,NA,4,4,5,1,13,3,3,1,3,4,6,1970,1970,2,2,7,11,4,5,2,4,375,239,250,864,2,5,2,864,0,0,864,0,0,1,0,3,1,3,5,7,0,3,2,660,3,96,0,0,0,0,0,NA,500,11,2009,9,5,39,0,39
"727",20,4,NA,21695,2,NA,1,4,1,1,7,3,3,1,3,6,9,1988,2007,4,2,14,11,3,3,2,3,808,0,72,880,2,1,2,1680,0,0,1680,1,0,2,0,3,1,3,5,7,1,1,2,540,3,292,44,0,182,0,0,NA,0,12,2009,9,5,21,19,2
"728",20,4,64,7314,2,NA,4,4,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,3,5,3,3,724,0,508,1232,2,1,2,1232,0,0,1232,1,0,2,0,2,1,3,6,7,0,2,2,632,3,132,0,0,0,0,0,NA,0,2,2009,9,5,2,0,2
"729",90,4,85,11475,2,NA,4,4,1,1,13,3,3,3,3,5,5,1958,1958,2,2,13,14,4,5,2,4,0,0,1584,1584,2,5,2,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,3,3,888,3,0,25,0,0,0,0,NA,0,7,2009,1,1,51,0,51
"730",30,5,52,6240,2,2,4,4,5,1,10,3,3,1,1,4,5,1925,1950,2,2,9,9,4,5,2,4,152,0,628,780,2,5,2,848,0,360,1208,0,0,1,0,2,1,4,5,7,0,3,2,539,3,0,23,112,0,0,0,NA,0,1,2009,9,5,84,25,59
"731",120,4,39,5389,2,NA,1,4,5,1,22,3,3,5,3,8,5,1995,1996,2,2,6,6,3,5,3,3,1180,0,415,1595,2,1,2,1616,0,0,1616,1,0,2,0,2,1,3,5,7,1,2,2,608,3,237,152,0,0,0,0,NA,0,3,2010,9,5,15,1,14
"732",80,4,73,9590,2,NA,1,4,1,1,24,3,3,1,8,7,5,2003,2003,2,2,13,14,3,5,3,1,786,0,82,868,2,1,2,1146,0,0,1146,1,0,2,0,3,1,3,6,7,1,1,2,438,3,160,22,0,0,0,0,NA,0,5,2007,9,5,4,0,4
"733",60,4,75,11404,2,NA,1,4,5,1,6,3,3,1,6,7,5,1998,1999,2,2,13,14,3,5,3,3,252,0,901,1153,2,1,2,1153,878,0,2031,0,0,2,1,3,1,3,8,7,1,1,2,541,3,192,84,0,0,0,0,NA,0,7,2008,9,5,10,1,9
"734",20,4,80,10000,2,NA,4,4,1,1,19,2,3,1,3,5,6,1961,1983,4,2,7,7,4,5,2,4,594,0,270,864,2,1,2,1144,0,0,1144,1,0,1,0,3,1,4,6,7,1,2,1,264,3,165,0,0,0,0,0,NA,400,3,2009,9,5,48,22,26
"735",20,4,NA,8978,2,NA,1,4,1,1,19,3,3,1,3,5,5,1968,1968,2,2,10,11,4,5,3,4,0,0,948,948,2,5,2,948,0,0,948,0,0,1,0,3,1,4,6,7,0,3,1,300,3,147,0,0,0,0,0,NA,0,5,2007,9,4,39,0,39
"736",75,5,60,10800,2,NA,4,4,5,1,18,3,3,1,5,7,7,1914,1970,2,2,14,15,4,5,1,3,390,0,490,880,3,2,1,880,888,0,1768,0,0,1,1,2,1,4,6,7,2,3,2,320,1,0,341,0,0,0,0,NA,0,10,2006,9,5,92,56,36
"737",90,4,60,8544,2,NA,4,4,5,1,13,3,3,3,3,3,4,1950,1950,2,2,12,12,4,5,2,NA,0,0,0,0,2,3,1,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,3,2,400,3,0,0,0,0,0,0,NA,0,7,2006,9,5,56,0,56
"738",60,4,72,10463,2,NA,1,2,2,1,9,3,3,1,6,8,5,2005,2005,2,2,13,14,3,5,3,3,0,0,893,893,2,1,2,901,900,0,1801,0,0,2,1,3,1,3,8,7,1,1,3,800,3,0,116,0,0,0,0,NA,0,6,2006,9,5,1,0,1
"739",90,4,60,10800,2,NA,4,4,5,1,8,3,3,3,3,5,5,1987,1988,2,2,10,11,4,5,2,3,1200,0,0,1200,2,5,2,1200,0,0,1200,3,0,3,0,3,1,4,5,7,0,NA,0,0,3,120,0,0,0,0,0,NA,0,3,2009,9,3,22,1,21
"740",60,4,65,9313,2,NA,1,4,5,1,6,3,3,1,6,7,5,2004,2004,2,2,13,14,3,5,3,3,0,0,864,864,2,1,2,864,864,0,1728,0,0,2,1,3,1,3,7,7,0,2,2,572,3,187,56,0,0,0,0,NA,0,4,2009,9,5,5,0,5
"741",70,5,60,9600,2,2,4,4,5,1,18,3,3,1,6,5,7,1910,2002,2,2,14,16,4,3,1,2,0,0,264,264,2,1,2,768,664,0,1432,0,0,2,0,2,1,4,7,7,0,3,2,360,3,270,0,112,0,0,0,NA,0,5,2007,9,1,97,92,5
"742",20,4,65,6768,2,NA,1,4,5,1,19,2,3,1,3,6,8,1961,1996,4,2,7,7,4,3,2,4,832,0,80,912,2,3,2,912,0,0,912,1,1,1,0,3,1,3,5,7,0,3,1,288,3,168,0,0,0,0,0,NA,0,5,2008,9,5,47,35,12
"743",20,4,65,8450,2,NA,4,4,5,1,20,3,3,1,3,7,5,2000,2001,2,2,13,14,4,5,3,3,0,0,1349,1349,2,1,2,1349,0,0,1349,0,0,2,0,3,1,4,6,7,0,3,2,539,3,120,55,0,0,0,0,NA,0,12,2007,9,5,7,1,6
"744",80,4,70,12886,2,NA,1,4,5,1,19,3,3,1,8,5,6,1963,1999,2,2,7,7,4,5,2,3,444,0,76,520,2,1,2,1464,0,0,1464,0,1,2,0,3,1,4,6,4,1,2,2,480,3,302,0,0,0,100,0,NA,0,10,2009,9,5,46,36,10
"745",120,4,41,5395,2,NA,1,2,5,1,22,3,3,5,3,8,5,1993,1993,2,2,7,7,3,5,3,3,733,0,604,1337,2,3,2,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,2,2,462,3,96,0,70,168,0,0,NA,0,10,2008,9,5,15,0,15
"746",60,4,NA,8963,2,NA,1,4,5,1,17,3,3,1,6,8,9,1976,1996,4,2,13,14,1,3,2,4,575,80,487,1142,2,1,2,1175,1540,0,2715,0,1,3,1,4,1,3,11,7,2,1,2,831,3,0,204,0,0,0,0,NA,0,7,2008,9,5,32,20,12
"747",60,4,NA,8795,2,NA,1,4,5,1,9,3,3,1,6,7,5,2000,2000,2,2,13,14,3,5,3,3,300,0,652,952,2,1,2,980,1276,0,2256,0,0,2,1,4,1,3,8,7,1,1,2,554,3,224,54,0,0,0,0,NA,0,4,2009,9,5,9,0,9
"748",70,5,65,11700,2,3,1,4,1,1,18,3,3,1,6,7,7,1880,2003,5,2,12,13,3,5,5,4,0,0,1240,1240,3,5,1,1320,1320,0,2640,0,0,1,1,4,1,3,8,7,1,3,4,864,1,181,0,386,0,0,0,NA,0,5,2009,9,5,129,123,6
"749",20,4,59,10593,2,NA,1,4,5,1,14,3,3,1,3,7,5,1996,1996,4,2,13,14,3,5,3,3,919,0,801,1720,2,1,2,1720,0,0,1720,1,0,2,0,3,1,3,7,7,1,1,2,527,3,240,56,154,0,0,0,NA,0,3,2010,9,5,14,0,14
"750",50,4,50,8405,2,NA,4,4,5,1,8,3,3,1,1,4,3,1945,1950,2,2,15,16,4,5,4,NA,0,0,0,0,6,5,1,1088,441,0,1529,0,0,2,0,4,1,4,9,5,0,3,1,240,1,92,0,185,0,0,0,NA,0,4,2009,9,5,64,5,59
"751",50,5,55,8800,2,2,4,4,1,1,18,3,3,1,1,4,7,1910,2004,2,2,14,15,4,5,1,4,0,0,576,576,2,3,2,792,348,0,1140,0,0,1,0,3,1,4,7,4,0,NA,0,0,1,0,160,0,0,0,0,NA,0,6,2010,9,5,100,94,6
"752",60,4,NA,7750,2,NA,4,4,5,1,9,7,3,1,6,7,5,2003,2003,2,2,13,14,3,5,3,3,0,0,660,660,2,1,2,660,660,0,1320,0,0,2,1,3,1,3,6,7,0,1,2,400,3,0,48,0,0,0,0,NA,0,8,2007,9,5,4,0,4
"753",20,4,79,9236,2,NA,1,4,5,1,6,3,3,1,3,6,5,1997,1997,2,2,13,14,4,3,3,3,1200,0,279,1479,2,1,2,1494,0,0,1494,1,0,2,0,3,1,3,6,7,0,2,2,576,3,168,27,0,0,0,0,NA,0,7,2006,9,5,9,0,9
"754",60,4,80,10240,2,NA,4,4,5,1,16,3,3,1,6,8,5,2005,2005,2,2,13,14,3,5,3,3,0,0,1030,1030,2,3,2,1038,1060,0,2098,0,0,2,1,3,1,1,8,7,1,2,3,878,3,192,52,0,0,0,0,NA,0,3,2006,9,5,1,0,1
"755",20,4,61,7930,2,NA,4,4,5,1,13,3,3,1,3,6,8,1969,2005,2,2,10,11,4,5,2,4,439,472,115,1026,2,3,2,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,2,2,440,3,171,48,0,0,0,0,NA,0,7,2009,9,5,40,36,4
"756",160,2,34,3230,2,3,4,4,5,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,4,5,3,3,381,0,348,729,2,3,2,742,729,0,1471,0,0,2,1,3,1,4,6,7,0,3,2,440,3,0,24,0,0,0,0,NA,0,3,2009,9,5,10,0,10
"757",60,4,68,10769,2,NA,1,4,5,1,6,3,3,1,6,8,5,2007,2007,2,2,13,14,3,5,3,3,20,0,846,866,2,1,2,866,902,0,1768,0,0,2,1,3,1,3,7,7,0,2,2,578,3,144,105,0,0,0,0,NA,0,4,2009,9,5,2,0,2
"758",60,4,NA,11616,2,NA,1,4,2,1,19,3,3,1,6,6,5,1978,1978,4,2,7,7,4,5,2,4,438,0,234,672,2,5,2,672,714,0,1386,0,0,2,1,3,1,4,6,7,1,1,2,440,3,335,0,0,0,0,0,NA,0,4,2010,9,1,32,0,32
"759",160,2,24,2280,2,3,4,4,5,1,21,3,3,4,6,7,5,1999,1999,2,2,9,9,4,5,3,3,549,0,195,744,2,3,2,757,744,0,1501,0,0,2,1,3,1,4,6,7,0,3,2,440,3,0,0,0,0,0,0,NA,0,8,2008,9,5,9,0,9
"760",60,4,65,12257,2,NA,1,4,5,1,14,3,3,1,6,8,5,1995,1995,2,2,13,14,3,5,3,3,56,64,1198,1318,2,1,2,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,2,3,752,3,222,98,0,0,0,0,NA,0,11,2007,9,5,12,0,12
"761",20,4,70,9100,2,NA,4,4,5,1,13,3,3,1,3,6,6,1959,1959,4,2,14,15,4,5,2,4,612,0,252,864,2,1,2,864,0,0,864,0,0,1,0,2,1,4,5,7,0,3,1,300,3,0,0,0,0,0,0,NA,450,10,2009,9,5,50,0,50
"762",30,5,60,6911,2,NA,4,4,3,1,4,2,3,1,3,5,5,1924,1950,2,2,14,15,4,5,3,4,405,0,740,1145,2,5,2,1301,0,0,1301,0,0,1,0,2,1,2,5,3,0,3,2,440,3,0,0,0,0,0,0,NA,0,10,2009,9,5,85,26,59
"763",60,2,72,8640,2,NA,4,4,5,1,21,3,3,1,6,7,5,2009,2009,2,2,13,14,4,5,3,3,24,0,732,756,2,1,2,764,783,0,1547,0,0,2,1,3,1,3,7,7,0,3,2,614,3,169,45,0,0,0,0,NA,0,6,2010,2,5,1,0,1
"764",60,4,82,9430,2,NA,4,4,5,1,14,3,3,1,6,8,5,1999,1999,2,2,13,14,3,5,3,3,1163,0,89,1252,2,1,2,1268,1097,0,2365,1,0,2,1,3,1,3,8,7,1,2,3,856,3,0,128,0,0,180,0,NA,0,7,2009,9,5,10,0,10
"765",120,4,30,9549,2,NA,1,4,2,1,25,3,3,5,3,8,5,1995,1996,4,2,4,4,3,3,3,3,437,1057,0,1494,2,1,2,1494,0,0,1494,1,0,1,1,2,1,1,6,7,1,1,2,481,3,0,30,0,0,216,0,NA,0,4,2006,9,5,11,1,10
"766",20,4,75,14587,2,NA,1,4,5,1,21,3,3,1,3,9,5,2008,2008,2,2,13,14,3,5,3,3,0,0,1498,1498,2,1,2,1506,0,0,1506,0,0,2,0,2,1,1,6,7,1,1,2,592,3,0,174,0,0,0,0,NA,0,8,2008,7,6,0,0,0
"767",60,4,80,10421,2,NA,4,4,5,1,17,3,3,1,6,7,5,1988,1988,2,2,7,7,4,5,2,3,394,0,586,980,2,5,2,980,734,0,1714,0,0,2,1,3,1,4,7,7,1,3,2,496,3,228,66,156,0,0,0,NA,500,3,2010,9,5,22,0,22
"768",50,4,75,12508,2,NA,1,4,5,1,12,3,3,1,1,6,7,1940,1985,2,2,13,14,4,5,2,3,660,0,323,983,2,1,2,983,767,0,1750,1,0,2,0,4,1,4,7,5,0,3,1,423,3,245,0,156,0,0,0,NA,1300,7,2008,9,5,68,45,23
"769",20,4,70,9100,2,NA,4,4,5,1,6,3,3,1,3,7,5,2004,2005,4,2,13,14,3,5,3,3,24,0,1836,1860,2,1,2,1836,0,0,1836,0,0,2,0,3,1,3,8,7,1,1,2,484,3,120,33,0,0,0,0,NA,0,10,2006,9,5,2,1,1
"770",60,4,47,53504,2,NA,2,2,2,2,22,3,3,1,6,8,5,2003,2003,4,2,6,16,1,5,3,3,1416,0,234,1650,2,1,2,1690,1589,0,3279,1,0,3,1,4,1,1,12,5,1,1,3,841,3,503,36,0,0,210,0,NA,0,6,2010,9,5,7,0,7
"771",85,4,NA,7252,2,NA,1,4,2,1,19,3,3,1,7,5,5,1982,1982,4,2,14,15,4,5,2,3,685,0,173,858,2,5,2,858,0,0,858,1,0,1,0,2,1,4,5,7,0,3,2,576,3,120,0,0,0,0,0,NA,0,4,2009,9,5,27,0,27
"772",20,4,67,8877,2,NA,4,4,5,1,8,3,3,1,3,4,5,1951,1951,2,2,14,15,4,5,2,2,836,0,0,836,2,5,2,1220,0,0,1220,0,0,1,0,2,1,4,6,7,0,3,2,396,3,0,0,0,0,0,0,NA,0,4,2006,1,5,55,0,55
"773",80,4,94,7819,2,NA,4,4,5,1,8,3,3,1,8,6,5,1976,1976,2,2,10,11,4,5,2,4,422,127,480,1029,2,5,2,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,3,2,672,3,144,0,0,0,0,0,NA,0,3,2010,9,1,34,0,34
"774",20,4,70,10150,2,NA,4,4,5,1,13,2,3,1,3,5,5,1958,1958,2,2,14,15,4,5,2,4,456,0,456,912,2,1,2,912,0,0,912,0,0,1,0,2,1,4,5,7,0,2,1,275,3,0,0,0,0,0,0,NA,0,7,2007,1,5,49,0,49
"775",20,4,110,14226,2,NA,4,4,1,1,16,3,3,1,3,8,5,2006,2006,4,2,13,14,3,5,3,3,0,0,1935,1935,2,3,2,1973,0,0,1973,0,0,2,0,3,1,3,9,7,1,1,3,895,3,315,45,0,0,0,0,NA,0,7,2007,7,6,1,0,1
"776",120,5,32,4500,2,NA,4,4,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,4,5,3,1,866,0,338,1204,2,1,2,1204,0,0,1204,1,0,2,0,2,1,4,5,7,0,1,2,412,3,0,247,0,0,0,0,NA,0,6,2009,9,5,11,0,11
"777",20,4,86,11210,2,NA,1,4,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,3,5,3,3,20,0,1594,1614,2,1,2,1614,0,0,1614,0,0,2,0,3,1,3,7,7,0,2,3,865,3,144,59,0,0,0,0,NA,0,7,2006,7,6,1,1,0
"778",20,4,100,13350,2,NA,1,4,5,1,19,3,3,1,3,5,5,1974,1974,4,2,7,11,4,5,2,4,762,0,102,864,2,5,2,894,0,0,894,1,0,1,0,3,1,4,5,7,1,3,2,440,3,241,0,0,0,0,0,NA,0,6,2006,9,5,32,0,32
"779",90,3,60,8400,2,NA,4,4,5,1,20,2,3,3,3,5,5,1977,1977,2,2,10,11,4,5,4,NA,0,0,0,0,2,5,2,2020,0,0,2020,0,0,2,0,4,2,4,10,7,2,3,2,630,3,0,0,0,0,0,0,NA,0,10,2007,9,5,30,0,30
"780",90,4,78,10530,2,NA,4,4,5,1,12,3,3,3,7,6,5,1977,1977,2,2,10,8,4,5,2,3,975,0,0,975,2,5,2,1004,0,0,1004,1,0,1,0,2,1,4,4,7,0,3,2,504,3,0,0,0,0,0,0,NA,0,5,2006,9,5,29,0,29
"781",20,4,63,7875,2,NA,4,4,5,1,9,3,3,1,3,7,5,1995,1996,2,2,7,7,4,5,3,3,0,0,1237,1237,2,3,2,1253,0,0,1253,0,0,2,0,3,1,4,6,7,1,1,2,402,3,220,21,0,0,0,0,NA,0,6,2007,9,5,12,1,11
"782",60,4,65,7153,2,NA,4,4,5,1,20,3,3,1,6,6,5,1992,1992,2,2,13,14,3,3,3,3,387,0,374,761,2,1,2,810,793,0,1603,0,0,2,1,3,1,3,7,7,0,2,2,484,3,0,124,0,0,0,0,NA,0,7,2006,9,5,14,0,14
"783",20,4,67,16285,2,NA,2,4,5,1,6,3,3,1,3,7,5,2001,2002,2,2,13,14,3,5,3,3,0,0,1413,1413,2,1,2,1430,0,0,1430,0,0,2,0,3,1,3,6,7,0,2,2,605,3,0,33,0,0,0,0,NA,0,6,2009,9,5,8,1,7
"784",85,4,NA,9101,2,NA,1,4,1,1,12,3,3,1,7,5,6,1978,1978,2,2,10,11,4,3,3,3,1097,0,0,1097,2,1,2,1110,0,0,1110,1,0,1,0,1,1,3,4,7,1,1,2,602,3,303,30,0,0,0,0,NA,0,7,2009,9,5,31,0,31
"785",75,5,35,6300,2,2,4,4,5,1,18,3,3,1,5,6,6,1914,2001,2,2,14,16,4,5,2,4,0,0,742,742,2,1,2,742,742,0,1484,0,0,2,0,3,1,4,9,7,1,NA,0,0,3,0,291,134,0,0,0,NA,0,6,2008,9,5,94,87,7
